Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1364730683421962,2013-08-03,1375489493,Refund,SHV-E160S,1000별+150별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_1150star,KRW,"20,000.00",0.00,"-20,000.00",충남,충남,336-862,KR
1370063482593088,2013-08-03,1375489683,Charged,c1skt,2200 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_2000,KRW,"2,000.00",0.00,"2,000.00",연동,연동,000-000,KR
1371828440330303,2013-08-03,1375489686,Charged,c1skt,15000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_10000,KRW,"10,000.00",0.00,"10,000.00",연동,연동,000-000,KR
1355692693323192,2013-08-03,1375489746,Charged,c1skt,15000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_10000,KRW,"10,000.00",0.00,"10,000.00",연동,연동,000-000,KR
1330669007793726,2013-08-03,1375491168,Charged,SHV-E160K,2000+200points,com.uangel.sazoodotcom,inapp,sazoo_2000,KRW,"2,000.00",0.00,"2,000.00",중구,대전,301-808,KR
1321513445170957,2013-08-03,1375491427,Charged,SHV-E160K,2000+200points,com.uangel.sazoodotcom,inapp,sazoo_2000,KRW,"2,000.00",0.00,"2,000.00",중구,대전,301-808,KR
1396061142935025,2013-08-03,1375500188,Charged,SHV-E160S,1000별+150별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_1150star,KRW,"20,000.00",0.00,"20,000.00",서울,서울,151-050,KR
1340179042867247,2013-08-03,1375505155,Charged,SHV-E160S,TOMO_KTH_안녕자두야_시즌1-1,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_1,KRW,"8,900.00",0.00,"8,900.00",인천,인천,404-823,KR
1354119602299086,2013-08-03,1375506207,Charged,SHV-E160S,TOMO_KTH_안녕자두야_시즌1-2,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_2,KRW,"8,900.00",0.00,"8,900.00",인천,인천,404-823,KR
1370609362146488,2013-08-03,1375506688,Charged,t0lteskt,TOMO_sam_olive_수학왕코코몽_수세기1단계_5종,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math1_number_pack,KRW,"9,900.00",0.00,"9,900.00",대구,대구,701-775,KR
1344117532054660,2013-08-03,1375506754,Charged,t0lteskt,TOMO_KTH_안녕자두야_시즌1-1,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_1,KRW,"8,900.00",0.00,"8,900.00",남양주,경기도,472-840,KR
1339539739832773,2013-08-03,1375507922,Charged,geehrc,TOMO_sam_수학왕코코몽_full_pack,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_fullpack,KRW,"14,000.00",0.00,"14,000.00",수성구,대구,706-908,KR
1334997512722691,2013-08-03,1375507978,Charged,c1skt,TOMO_safari_어린이동요116_1,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack1,USD,4.34,0.00,4.34,Lodi,NJ,07644,US
1329201196353747,2013-08-03,1375508042,Charged,c1skt,TOMO_safari_어린이동요116_2,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack2,USD,4.34,0.00,4.34,Lodi,NJ,07644,US
1393947678332952,2013-08-03,1375508180,Charged,geefhd4g,TOMO_efuture_우리아이필수명작2,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack2,KRW,"14,000.00",0.00,"14,000.00",부산,부산,612-782,KR
1361910701492307,2013-08-03,1375508407,Charged,SHW-M340S,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",경기,경기,421-170,KR
1354694317612669,2013-08-03,1375508496,Charged,geehrc,TOMO_clabbi한글놀이_3종pack,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_clabbi_word_3pack,KRW,"4,800.00",0.00,"4,800.00",경기,경기,431-731,KR
1368328884106921,2013-08-03,1375509533,Charged,t0lteskt,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",포천시,경기도,487-862,KR
1363914385284234,2013-08-03,1375510792,Charged,jalteskt,TOMO_sam_olive_수학왕코코몽1단계_선긋기2편,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math_line2,KRW,"2,400.00",0.00,"2,400.00",경북,경북,766-814,KR
1381764133136299,2013-08-03,1375510811,Charged,t0ltektt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",창원시,경남,642-766,KR
1395429882265806,2013-08-03,1375511203,Charged,p4notewifiany,TOMO_olive_코코몽TV시즌1,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_cocomongtv_season1,USD,7.47,0.00,7.47,마포구 상암동,서울특별시,121-902,KR
1300032762024236,2013-08-03,1375511551,Charged,t0ltelgt,TOMO_efuture_파닉스최강자1_1-10편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics1_pack,KRW,"9,900.00",0.00,"9,900.00",경기,경기,445-370,KR
1341918077687894,2013-08-03,1375511613,Charged,jalteskt,TOMO_sam_olive_수학왕코코몽1단계_짝짓기,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math_matching,KRW,"2,400.00",0.00,"2,400.00",경북,경북,766-814,KR
1387283635065636,2013-08-03,1375511698,Charged,SHV-E110S,TOMO_clabbi한글놀이_가나다라,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_clabbi_word_1,KRW,"2,400.00",0.00,"2,400.00",전북,전북,560-801,KR
1367911019484203,2013-08-03,1375513715,Charged,SHW-M250S,TOMO_safari_어린이동요116_1,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack1,KRW,"4,800.00",0.00,"4,800.00",대구,대구,701-721,KR
1333437499514765,2013-08-03,1375513839,Charged,c1skt,2200 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_2000,KRW,"2,000.00",0.00,"2,000.00",부산,부산,614-809,KR
1375319919855352,2013-08-03,1375514280,Charged,ef48s,TOMO_sam_과학동화 패키지,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokids_sam_science_tale_pack,KRW,"4,800.00",0.00,"4,800.00",경북,경북,730-787,KR
1395761452452654,2013-08-03,1375514578,Charged,SHV-E160S,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",경기,경기,451-780,KR
1337241334097501,2013-08-03,1375514699,Charged,c1lgt,TOMO_sam_olive_수학왕 코코몽_분류비교1단계_5종,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math1_division_pack,KRW,"9,900.00",0.00,"9,900.00",광주,광주,503-835,KR
1375574383786572,2013-08-03,1375514743,Charged,SHV-E160K,TOMO_sam_수학왕코코몽_full_pack,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_fullpack,KRW,"14,000.00",0.00,"14,000.00",시흥시,경기,429-450,KR
1395551132299334,2013-08-03,1375514864,Charged,SHV-E160K,TOMO_sam_수학왕코코몽_pack1,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_pack1,KRW,"9,900.00",0.00,"9,900.00",시흥시,경기,429-450,KR
1353472815639228,2013-08-03,1375514907,Charged,c1skt,TOMO_clabbi_한글놀이_pack2,com.uangel.tomokidsclabbiWord,inapp,com.uangel.tomokids_clabbi_word_pack2,KRW,"6,000.00",0.00,"6,000.00",경기,경기,463-972,KR
1314788705933831,2013-08-03,1375516763,Charged,geefhd,TOMO_safari_어린이동요116_2,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack2,KRW,"4,800.00",0.00,"4,800.00",서울,서울,156-821,KR
1360325738585402,2013-08-03,1375517311,Charged,t0ltektt,TOMO_sam_수학왕코코몽_pack1,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_pack1,KRW,"9,900.00",0.00,"9,900.00",광명시,경기,423-792,KR
1325960988712139,2013-08-03,1375517383,Charged,geefhd4g,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",서울,서울,133-815,KR
1370602367273521,2013-08-03,1375518524,Charged,ef51k,2000+200 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_2000,KRW,"2,000.00",0.00,"2,000.00",구미시,경북,730-030,KR
1336551369722027,2013-08-03,1375518716,Charged,c1skt,TOMO_olive_따개비루TV Full Pack,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_lou_tv_fullpack,KRW,"12,000.00",0.00,"12,000.00",서울,서울,138-891,KR
1372811439641833,2013-08-03,1375519160,Charged,geefhd,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,USD,21.35,0.00,21.35,수원시,경기도,440-280,KR
1338680284167295,2013-08-03,1375519331,Charged,SHV-E160S,문단열 Talk Songs 10편 패키지,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_moon_talksongs_10pack,KRW,"11,000.00",0.00,"11,000.00",경기,경기,447-270,KR
1308875979956471,2013-08-03,1375519646,Charged,SHV-E160S,TOMO_clabbi한글놀이_마바사아자,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_clabbi_word_2,KRW,"2,400.00",0.00,"2,400.00",서울,서울,130-010,KR
1369487775016453,2013-08-03,1375519698,Charged,SHV-E160S,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",서울,서울,134-858,KR
1314160419785684,2013-08-03,1375519714,Charged,t0ltelgt,TOMO_efuture_파닉스최강자1_1-10편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics1_pack,KRW,"9,900.00",0.00,"9,900.00",서울,서울,130-020,KR
1307124520264299,2013-08-03,1375520112,Charged,i_u,TOMO_sam_아기사진책_탈것,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_sam_baby_take,KRW,"1,200.00",0.00,"1,200.00",경기,경기,459-813,KR
1302066878972183,2013-08-03,1375520208,Charged,c1skt,TOMO_KTH_빼꼼_시즌1-4,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_4,KRW,"6,000.00",0.00,"6,000.00",속초시,강원도,217-751,KR
1357625794493829,2013-08-03,1375521307,Charged,SHV-E110S,마이토킹베이비,com.uangel.app.mytalkingbaby.play,paidapp,,KRW,"2,000.00",0.00,"2,000.00",경북,경북,791-767,KR
1369533716161678,2013-08-03,1375521422,Charged,c1skt,TOMO_KTH_빼꼼_시즌1_fullpack,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_fullpack,KRW,"15,500.00",0.00,"15,500.00",속초시,강원도,217-751,KR
1329171753269579,2013-08-03,1375521736,Charged,d1lkt,TOMO_sam_olive_수학왕코코몽_수세기1단계_5종,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math1_number_pack,KRW,"9,900.00",0.00,"9,900.00",대구시서구평리동,대구광역시,703-010,KR
1330686675412627,2013-08-03,1375521836,Charged,ef51k,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,USD,8.89,0.00,8.89,광 역 시,광주광역시,500-060,KR
1346165260947180,2013-08-03,1375522942,Charged,SHV-E160S,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",서울,서울,134-858,KR
1347577199548982,2013-08-03,1375523251,Charged,SHV-E160S,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",서울,서울,134-858,KR
1377072204846516,2013-08-03,1375523398,Charged,geefhd,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",송파구,서울,138-954,KR
1374823491698014,2013-08-03,1375523583,Charged,geefhd,1년 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_1year_free,KRW,"30,000.00",0.00,"30,000.00",송파구,서울,138-954,KR
1316807559269582,2013-08-03,1375524901,Charged,geefhd,TOMO_clabbi한글놀이_3종pack,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_clabbi_word_3pack,KRW,"4,800.00",0.00,"4,800.00",중구,대전,301-821,KR
1345256730018696,2013-08-03,1375525680,Charged,t0ltelgt,명작동화_여자아이용 by ToMoKiDS,com.uangel.corona.tomokidsSensation,paidapp,,KRW,"9,900.00",0.00,"9,900.00",경남,경남,630-761,KR
1328621137822466,2013-08-03,1375525738,Charged,t0ltelgt,TOMO_safari_어린이동요116_1,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack1,KRW,"4,800.00",0.00,"4,800.00",서울,서울,153-864,KR
1346917228615178,2013-08-03,1375525889,Charged,geefhd,TOMO_KTH_빼꼼_시즌1_fullpack,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_fullpack,KRW,"15,500.00",0.00,"15,500.00",남구,인천,402-844,KR
1310546754068554,2013-08-03,1375525985,Charged,c1lgt,180일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_6month_free,KRW,"15,000.00",0.00,"15,000.00",전남,전남,545-780,KR
1344502063830363,2013-08-03,1375526383,Charged,SHW-M250K,TOMO_sam_olive_수학왕코코몽_수세기1단계_5종,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math1_number_pack,KRW,"9,900.00",0.00,"9,900.00",수원시,경기,440-200,KR
1380302936701194,2013-08-03,1375526570,Charged,SHW-M250K,TOMO_sam_olive_수학왕코코몽_모양식별1단계_5종,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math1_diagram_pack,KRW,"9,900.00",0.00,"9,900.00",수원시,경기,440-200,KR
1338074730084959,2013-08-03,1375526989,Charged,d1lu,10000+5000points,com.uangel.sazoodotcom,inapp,sazoo_10000,USD,8.89,0.00,8.89,천안시,충남,331-210,KR
1392253001391404,2013-08-03,1375527811,Charged,p4notewifiany,TOMO_sam_olive_수학왕코코몽_수세기1단계_5종,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math1_number_pack,USD,8.81,0.00,8.81,송파구,서울특별시,138-041,KR
1394409090457268,2013-08-03,1375528354,Charged,SHW-M380W,TOMO_efuture_read_along_패키지2,com.uangel.tomokidsreadAlong,inapp,com.uangel.tomokids_efuture_read_along_pack2,USD,10.67,0.00,10.67,달서구,대구광역시,704-974,KR
1381730800591472,2013-08-03,1375528609,Charged,ef52l,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,USD,21.35,0.00,21.35,여수시 문수동,전남,550-200,KR
1380965400109667,2013-08-03,1375528710,Charged,ef47s,TOMO_sam_수학왕코코몽_pack1,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_pack1,KRW,"9,900.00",0.00,"9,900.00",인천,인천,406-725,KR
1393776159359500,2013-08-03,1375529003,Charged,SHW-M110S,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,USD,0.89,0.00,0.89,서구,대전광역시,301-718,KR
1310157197793407,2013-08-03,1375529393,Charged,t0lteskt,TOMO_efuture_파닉스최강자1_11-20편,com.uangel.corona.littlephonicsOneNew,inapp,com.uangel.tomokids_efuture_phonics2_pack,USD,10.67,0.00,10.67,남구,울산광역시,680-800,KR
1302694952737661,2013-08-03,1375529805,Charged,SHV-E160L,50000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_30000,KRW,"30,000.00",0.00,"30,000.00",강원,강원,220-801,KR
1311473766787433,2013-08-03,1375529924,Charged,cayman,TOMO_KTH_빼꼼_시즌1-1,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_1,KRW,"6,000.00",0.00,"6,000.00",경기,경기,420-737,KR
1326459288759341,2013-08-03,1375530125,Charged,SHV-E160S,TOMO_KTH_안녕자두야_시즌1-3,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_3,KRW,"8,900.00",0.00,"8,900.00",인천,인천,404-823,KR
1311201533165195,2013-08-03,1375530247,Charged,SHV-E160S,TOMO_KTH_안녕자두야_시즌1-4,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_4,KRW,"8,900.00",0.00,"8,900.00",인천,인천,404-823,KR
1327971223082701,2013-08-03,1375530316,Charged,c1ktt,TOMO_KTH_안녕자두야_시즌1-1,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_1,KRW,"8,900.00",0.00,"8,900.00",예산군,충남,340-808,KR
1331546422967811,2013-08-03,1375530403,Charged,t0lteskt,TOMO_clabbi한글놀이_3종pack,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_clabbi_word_3pack,KRW,"4,800.00",0.00,"4,800.00",서울,서울,143-203,KR
1391061615221675,2013-08-03,1375530407,Charged,t0lteskt,TOMO_clabbi_sticker_food,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_clabbi_sticker_food,KRW,"2,400.00",0.00,"2,400.00",서울,서울,143-203,KR
1311079483810787,2013-08-03,1375530464,Charged,t0lteskt,TOMO_sam_꿈_5빨간모자,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_sam_redriding,KRW,"2,400.00",0.00,"2,400.00",서울,서울,143-203,KR
1393461133073216,2013-08-03,1375530606,Charged,t0lteskt,TOMO_KTH_빼꼼_시즌1_fullpack,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_fullpack,KRW,"15,500.00",0.00,"15,500.00",경기,경기,462-754,KR
1338169947065229,2013-08-03,1375530915,Charged,t0ltelgt,1500별+500별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_2000star,KRW,"30,000.00",0.00,"30,000.00",경기,경기,430-750,KR
1302572828501612,2013-08-03,1375531339,Charged,vu2kt,TOMO_efuture_우리아이필수명작2,com.uangel.corona.bestFairyTale,inapp,com.uangel.tomokids_sensationwisdom_pack2,KRW,"14,000.00",0.00,"14,000.00",여주군,경기,469-721,KR
1394575915161414,2013-08-03,1375531998,Charged,t0ltelgt,3500 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_3000,KRW,"3,000.00",0.00,"3,000.00",전남,전남,526-897,KR
1392228916890049,2013-08-03,1375532733,Charged,t0ltelgt,1000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_1000,KRW,"1,000.00",0.00,"1,000.00",전남,전남,526-897,KR
1395009174988519,2013-08-03,1375532799,Charged,t0ltektt,TOMO_sam_수학왕코코몽_full_pack,com.uangel.tomokidscocomMath,inapp,com.uangel.tomokids_cocom_math_fullpack,KRW,"14,000.00",0.00,"14,000.00",양천구,서울,158-050,KR
1302702184855789,2013-08-03,1375533120,Charged,SHV-E160S,TOMO_sam_olive_수학왕코코몽_모양식별1단계_5종,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_cocomon_math1_diagram_pack,KRW,"9,900.00",0.00,"9,900.00",연동,연동,000-000,KR
1367991887272686,2013-08-03,1375533779,Charged,geehrc4g,TOMO_KTH_안녕자두야_시즌1-1,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_1,KRW,"8,900.00",0.00,"8,900.00",금천구  가산동,서울특별시,153-772,KR
1342278747135078,2013-08-03,1375534090,Charged,c1skt,TOMO_safari_어린이동요116_1,com.uangel.corona.bestSong,inapp,com.uangel.tomokids_childmusic_pack1,KRW,"4,800.00",0.00,"4,800.00",송파구,서울특별시,138-200,KR
1342764773768496,2013-08-03,1375534171,Charged,SHV-E160L,50000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_30000,KRW,"30,000.00",0.00,"30,000.00",강원,강원,220-801,KR
1390596344867085,2013-08-03,1375534366,Charged,t0lteskt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",인천,인천,406-840,KR
1314384766769021,2013-08-03,1375535715,Charged,t0ltektt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",하남시,경기,465-831,KR
1394500528714904,2013-08-03,1375535737,Charged,SHV-E160K,TOMO_moon_TalkSongs4,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_moon_talksongs4,KRW,"2,400.00",0.00,"2,400.00",남구,부산,608-093,KR
1334406439328126,2013-08-03,1375536329,Charged,SHV-E160K,TOMO_clabbi한글놀이_가나다라,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_clabbi_word_1,KRW,"2,400.00",0.00,"2,400.00",남구,부산,608-093,KR
1326122205130691,2013-08-03,1375536581,Charged,SHV-E160S,TOMO_clabbi_한글놀이_pack1,com.uangel.tomokidsclabbiWord,inapp,com.uangel.tomokids_caitoryclabbiword_pack1,KRW,"4,800.00",0.00,"4,800.00",경기,경기,467-712,KR
1326401276135221,2013-08-03,1375536736,Charged,e100,1500별+500별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_2000star,KRW,"30,000.00",0.00,"30,000.00",북구,광주,500-790,KR
1316594336419680,2013-08-03,1375537877,Charged,i_skt,1000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_1000,KRW,"1,000.00",0.00,"1,000.00",중구,대전광역시,301-830,KR
1351440222570790,2013-08-03,1375538239,Charged,SHV-E120L,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",서울,서울,132-908,KR
1391053033997528,2013-08-03,1375538380,Charged,t0lteskt,TOMO_KTH_안녕자두야_시즌1-3,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_pack1_3,KRW,"8,900.00",0.00,"8,900.00",광주,광주,506-738,KR
1381283353133122,2013-08-03,1375538383,Charged,jalteskt,90일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_3month_free,KRW,"9,000.00",0.00,"9,000.00",서울,서울,100-802,KR
1395639943840179,2013-08-03,1375538499,Charged,t0lteskt,TOMO_KTH_빼꼼_시즌1-1,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_1,KRW,"6,000.00",0.00,"6,000.00",광주,광주,506-738,KR
1387359457766091,2013-08-03,1375538820,Charged,jalteskt,TOMO_KTH_빼꼼_시즌1_fullpack,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_fullpack,KRW,"15,500.00",0.00,"15,500.00",서울,서울,100-802,KR
1393361891947696,2013-08-03,1375539011,Charged,m0skt,15000 포인트,com.uangel.fortunefriend,inapp,fortunebuddy_10000,KRW,"10,000.00",0.00,"10,000.00",전북,전북,579-851,KR
1312820921840434,2013-08-03,1375539158,Charged,t0lteskt,TOMO_KTH_빼꼼_시즌1-3,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_3,KRW,"6,000.00",0.00,"6,000.00",부산,부산,604-777,KR
1340995446361100,2013-08-03,1375539250,Charged,jalteskt,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",서울,서울,100-802,KR
1362116065982714,2013-08-03,1375539261,Charged,d1lu,TOMO_KTH_안녕자두야_시즌1_fullpack,com.uangel.tomokidsJaduVodSeason1,inapp,com.uangel.tomokids_kth_jadu_s1_fullpack,KRW,"24,000.00",0.00,"24,000.00",울산,울산,680-805,KR
1386576133223426,2013-08-03,1375539464,Charged,t0lteskt,TOMO_KTH_빼꼼_시즌1-4,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_4,KRW,"6,000.00",0.00,"6,000.00",부산,부산,604-777,KR
1364315128428242,2013-08-03,1375539838,Charged,c1ktt,TOMO_olive_따개비루TV Full Pack,com.uangel.corona.cocomontv,inapp,com.uangel.tomokids_lou_tv_fullpack,KRW,"12,000.00",0.00,"12,000.00",남구,대구,705-817,KR
1346941729129841,2013-08-03,1375540388,Charged,t0ltektt,TOMO_KTH_빼꼼_시즌1-1,com.uangel.tomokidsbackkom1,inapp,com.uangel.tomokids_kth_backkom_s1_pack1_1,KRW,"6,000.00",0.00,"6,000.00",동구,부산,601-823,KR
1359358929296751,2013-08-03,1375540402,Charged,superiorlteskt,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",서울,서울,139-753,KR
1379979691606199,2013-08-03,1375542136,Charged,t0lteskt,TOMO_sam_꿈_5빨간모자,com.uangel.tomokidsgoogle,inapp,com.uangel.tomokidsgoogle_sam_redriding,KRW,"2,400.00",0.00,"2,400.00",광주,광주,506-738,KR
1325134975195386,2013-08-03,1375542154,Charged,LT15i,1000 points,com.uangel.Sazoo.LoveWar,inapp,sazoo_loveandwar_1000,KRW,"1,000.00",0.00,"1,000.00",경기,경기,463-848,KR
1383272485513043,2013-08-03,1375542257,Charged,c1lgt,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",경기,경기,422-809,KR
1309874637929952,2013-08-03,1375542380,Charged,c1lgt,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,KRW,"10,000.00",0.00,"10,000.00",경기,경기,422-809,KR
1372207615769713,2013-08-03,1375542504,Charged,c1lgt,1500별+500별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_2000star,KRW,"30,000.00",0.00,"30,000.00",경기,경기,422-809,KR
1387342922062875,2013-08-03,1375543060,Charged,c1lgt,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,KRW,"10,000.00",0.00,"10,000.00",경기,경기,422-809,KR
1307615170247850,2013-08-03,1375543063,Charged,c1lgt,250별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_250star,KRW,"5,000.00",0.00,"5,000.00",경기,경기,422-809,KR
1367964472322342,2013-08-03,1375543067,Charged,c1lgt,500별+50별 포인트 구매,com.uangel.ppoyo,inapp,ppoyo_550star,KRW,"10,000.00",0.00,"10,000.00",경기,경기,422-809,KR
1325183295099742,2013-08-03,1375543252,Charged,SHW-M130L,90일 무제한 통화권,com.uangel.ppoyo,inapp,ppoyo_3month_free,KRW,"9,000.00",0.00,"9,000.00",부산,부산,612-880,KR
